Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,NARAYANAGIRI,NARAYANAGIRI,2,COMMERCIAL,56,45,9374.0,88.75
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,NARAYANAGIRI,PEECHARA,2,COMMERCIAL,45,1,2944.0,61.93
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,BURGUMPADU,2,COMMERCIAL,238,192,34034.0,349.347
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,ASWARAOPETA,DAMMAPETA,PATWARIGUDEM,2,COMMERCIAL,71,61,12135.0,100.516
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,SANDELLAPADU (BUR),2,COMMERCIAL,2,0,0.0,3.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,SANJEEVAREDDY PALEM,2,COMMERCIAL,4,2,70.0,4.36
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,SOMPALLY,2,COMMERCIAL,2,2,56.0,3.24
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,M P BANJARA,2,COMMERCIAL,182,7,9135.0,224.591
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,SRIRAMPURAM,2,COMMERCIAL,2,0,0.0,1.24
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,T.V.PALLY,2,COMMERCIAL,15,0,0.0,9.02
ASIFABAD,ASIFABAD,ASIFABAD,WANKIDI,SAVATHI,2,COMMERCIAL,1,0,0.0,1.5
ASIFABAD,ASIFABAD,ASIFABAD,WANKIDI,MAHAGAOM,2,COMMERCIAL,2,0,0.0,1.24
ASIFABAD,ASIFABAD,ASIFABAD,WANKIDI,TEJAGUDA,2,COMMERCIAL,1,0,0.0,2.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,PINAPAKA (B),2,COMMERCIAL,26,14,7384.0,35.27
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,MARRIKUNTA (BUR),2,COMMERCIAL,1,1,178.0,2.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,BODANALLY,2,COMMERCIAL,1,0,0.0,1.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,C . KATTIGUDEM,2,COMMERCIAL,5,4,725.0,5.25
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,SARAPAKA,2,COMMERCIAL,557,507,76698.0,730.205
