Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
NIZAMABAD,NIZAMABAD,NIZAMABAD - RURAL,SARANGAPOOR,GUNDARAM,2,COMMERCIAL,106,93,13850.0,170.332
NIZAMABAD,NIZAMABAD,NIZAMABAD - RURAL,SARANGAPOOR,JAGGARAO FARM,2,COMMERCIAL,11,9,1146.0,69.56
NIZAMABAD,NIZAMABAD,NIZAMABAD - RURAL,SARANGAPOOR,KALOOR,2,COMMERCIAL,64,44,8763.0,142.56
NIZAMABAD,NIZAMABAD,NIZAMABAD - RURAL,SARANGAPOOR,KHANAPUR,2,COMMERCIAL,173,136,22650.0,411.046
NIZAMABAD,NIZAMABAD,NIZAMABAD - RURAL,SARANGAPOOR,LAXMAPUR,2,COMMERCIAL,6,3,80.0,5.04
NIZAMABAD,NIZAMABAD,NIZAMABAD - RURAL,SARANGAPOOR,MALKAPUR - (A),2,COMMERCIAL,27,23,3176.0,41.97
NIZAMABAD,NIZAMABAD,NIZAMABAD - RURAL,SARANGAPOOR,NEHRUNAGAR,2,COMMERCIAL,71,65,7702.0,111.92
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,MACHU PET,2,COMMERCIAL,17,3,3300.0,53.0
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,MAIDAM BANDA,2,COMMERCIAL,14,3,2790.0,35.62
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,MUTHARAM,2,COMMERCIAL,133,130,19179.0,267.015
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,ODEDU,2,COMMERCIAL,25,18,5581.0,63.25
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,PARPALLY,2,COMMERCIAL,5,4,134.0,6.2
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,POTHARAM,2,COMMERCIAL,11,0,0.0,19.0
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,RAMAKISTAPUR,2,COMMERCIAL,4,3,3559.0,6.0
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,RANGAIAHPALLY,2,COMMERCIAL,1,1,89.0,1.0
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,SARVARAM,2,COMMERCIAL,1,0,0.0,2.0
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,SHALAGONDA PALLY,2,COMMERCIAL,1,1,7.0,2.0
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,SRIRAMPUR,VENNAM PALLY  ,2,COMMERCIAL,41,36,7600.0,85.18
